小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价
北极星·尚雅苑,在售,[吴江-松陵]吴江高新路吴江中学正对面,三居(2)，四居(1),2017.10.28,"均价23,000元/m²",275-315万元
亨通唐郡(别墅),在售,吴江 - 中山路南、长板路东侧（花园路与长板路交汇处）,不限(4)，三居(3)，四居(1),2017.03.10,280-440万元/套,
中梁香缇,售罄,[新区]新区竹园路与滨河路口,二居(1)，三居(5)，四居(3),,"均价21,218元/m²",总价待定
龙湖狮山原著(别墅),售罄,新区 - 狮山路与长江路交汇处（苏州乐园向南100米）,不限(3)，四居(4),2017.06.07,总价待定,
中锐琅石名筑(别墅),在售,[相城]相城纪元路以北、澄和路以西,五居及以上(2),2017.06.16,590-600万元/套,
太湖御玲珑,在售,[吴中]吴中区孙武路1029号,一居(3)，四居(1),2017.09.07,"均价17,500元/m²",123万元
苏州太湖城仕高尔夫酒店公寓,在售,[吴中]太湖环湖大道68号（国家旅游度假区）,一居(2)，二居(4),2017.04.07,"均价20,000元/m²",126-172万元
海星生活广场,在售,吴中 - 经济开发区商城大街88号（商城大街和花园街交汇处）,二居(1)，三居(2),2018.02.24,"均价16,000元/m²",138-160万元
碧桂园十里江南(别墅),待售,[吴江-汾湖]吴江区张园东路1450号,不限(4),2017.03.27,322万元/套,
吴门府(别墅),在售,[吴江]鲈乡南路与芦荡路交汇处,四居(1),2018.01.31,408万元/套,
绿地太湖东岸花园(别墅),在售,[吴江-松陵]苏州湾大道与东太湖大道交汇处,四居(4),2017.08.31,416万元/套,
绿地太湖东岸花园,待售,[吴江-松陵]苏州湾大道与东太湖大道交汇处,四居(2),2017.08.31,"均价26,000元/m²",416万元
朗诗国际街区,售罄,[园区-湖东]津梁街东、斜塘河北,二居(2)，三居(4)，四居(2)，五居及以上(2),,"均价29,255元/m²",总价待定
汇金新地(别墅),售罄,[新区]宝带西路科锐路交界处,二居(4),,总价待定,
中梁香缇(商办),售罄,[新区]新区竹园路与滨河路口,二居(1)，三居(5)，四居(3),,售价待定,总价待定
新创理想城(商办),售罄,[新区-浒墅关]长江路西侧、312国道南侧,一居(2)，二居(3)，三居(4),,售价待定,总价待定
金枫国际,售罄,[新区]金枫南路9号,二居(2),,"均价8,917元/m²",总价待定
旭辉玺悦,售罄,[新区-浒墅关]浒关大润发北50米,三居(2)，四居(1),,"均价11,000元/m²",总价待定
天鹅湖庄园(别墅),在售,相城 - 阳澄湖东路与东环路北沿段交叉口北侧（天亚水景苑南）,不限(2),2017.04.06,"673-1,032万元/套",
尼盛滨江城,在售,[吴中-木渎]长江路路东宝带路路北,二居(1)，三居(4)，四居(1),2018.01.24,"均价16,000元/m²",142-173万元
梅香雅舍,在售,吴中 - 吴中梅舍路与蒯祥路交界(太湖汇景对面),三居(5),2017.09.05,"均价13,000元/m²",144-186万元
星屿仁恒,售罄,[园区]园区机场路以南独墅湖西岸通达路1818号,二居(3)，四居(1),,"均价25,984元/m²",总价待定
中海御湖熙岸,售罄,园区 - 星港街、机场路、水坊路、湿地公园围合处,二居(2)，三居(5)，四居(9),,"均价29,589元/m²",总价待定
银丽高尔夫公寓(别墅),在售,相城 - 苏州相城区阳澄湖东路168号（中兴高尔夫球场内）,不限(2),2017.04.06,"1,546-1,865万元/套",
阳光城丽景湾,在售,[吴中]金鸡湖大道东与重村北路交汇处,三居(8)，四居(1),2018.01.23,"均价16,000元/m²",149-189万元
万业湖墅金典,在售,吴中 - 郭巷街道通达路东侧、东方大道南侧（东方大道1233号）,一居(2)，二居(4)，三居(4),2017.07.04,"均价18,500元/m²",152-270万元
万科见滨园,售罄,[园区-湖东]南施街、琼姬路交叉口,三居(2),,售价待定,总价待定
长河湾,售罄,[园区]浪花路与滨江路交口（金浦公园旁）,二居(3),2015.12.12,售价待定,总价待定
东景公寓(别墅),售罄,[园区]工业园区胜浦镇中胜路、兴浦路交界口,一居(1)，二居(4)，三居(3),,总价待定,
亿城左岸香颂(商办),售罄,[园区-湖东]星华街与沈浒路交汇处,二居(5)，三居(6),,售价待定,总价待定
荣域,售罄,[园区]星湖街和东延路交叉口,一居(1)，二居(4)，三居(6),,"均价26,572元/m²",总价待定
天地源橄榄湾,售罄,[园区-湖东]工业园区星湖街、淞江路路口,二居(2)，三居(1),,"均价19,252元/m²",总价待定
置地青湖语城,售罄,[园区-青剑湖]阳澄湖大道与展业路交叉口,一居(1)，二居(2)，三居(1),,"均价18,001元/m²",总价待定
置地悦湖,售罄,园区 - 企鸿路1号（星港街与东兴路交汇处往南）,二居(5)，三居(3),,"均价18,570元/m²",总价待定
平江怡景(商办),售罄,姑苏 - 江乾路和平川路交汇处（平江新城管委会旁）,二居(2)，三居(2),,售价待定,总价待定
锦绣花城,售罄,[相城]春华路南、方桥路东,三居(3)，四居(1),2018.03.15,售价待定,总价待定
81栋长岛(别墅),售罄,[相城]相城春秋路5号(春申湖大酒店东),四居(3)，五居及以上(2),,总价待定,
水韵花都(别墅),售罄,相城 - 广济北路与华元路交界处（活力岛西岛北侧）,一居(1)，二居(4)，三居(4)，四居(2),,总价待定,
和昌紫竹云山墅(别墅),在售,[吴中]苏州市环太湖大道与山水路交汇处,二居(2)，三居(4),2017.08.25,155-174万元/套,
正荣华府,在售,[吴中-木渎]吴中区金枫路东花苑路北,一居(1)，二居(4)，三居(2),2017.12.20,"均价18,000元/m²",162-234万元
金科东方水榭,在售,吴中 - 吴中苏州市吴中区甪直镇柯福路与甫澄中路交汇处,二居(8)，三居(3),2017.08.10,"均价17,000元/m²",170-245万元
阳澄华府(别墅),售罄,[园区]金陵东路338号,二居(3)，三居(1),,总价待定,
双友新和城,售罄,园区 - 星湖街葑亭大道交界（唯亭智能产业园东侧）,二居(2),,"均价14,131元/m²",总价待定
当代万国府ΜΟΜΛ,售罄,姑苏 - 苏站路与江乾路交界处（姑苏区政府南150米）,不限(3)，三居(1)，四居(1),2017.05.19,"均价32,000元/m²",总价待定
海伦堡珍珠湾花园(别墅),售罄,[相城]新燕大道与澄阳路交汇处,不限(3)，二居(1)，三居(1)，四居(3),2017.03.09,总价待定,
都会雅苑,售罄,[相城]华元路和澄和路交汇处,三居(2)，四居(2),2018.01.06,售价待定,"17,000元/m²"
苏州御景苑(别墅),售罄,[相城]阳澄湖西路与江日路路口,三居(1)，四居(1),,总价待定,
高铁新城圆融广场,售罄,相城 - 南天成路南与相城大道交汇处以东（苏州高铁北站西侧）,二居(2)，三居(2),2017.05.31,售价待定,总价待定
嘉盛香槟一号,在售,[吴中]柯福路2号（甫澄路东侧）,二居(3)，三居(1),2017.02.10,"均价14,000元/m²",179-214万元
阳光城丽景湾(别墅),在售,[吴中]金鸡湖大道东与重村北路交汇处,三居(1)，四居(5),2018.01.23,180-252万元/套,
万科胥江城市花园,在售,吴中 - 姑苏西路和谢村路交叉路口（宝带西路往谢村路300米）,二居(1)，三居(8)，四居(1),2018.02.24,"均价16,000元/m²",184-192万元
白塘壹号(别墅),售罄,园区 - 白塘路1号（南施街、沈浒路交汇处）,不限(2),2017.07.29,总价待定,
永新秀郡,售罄,新区 - 龙山路与科研路交汇处（诺贝尔湖附近）,二居(2)，三居(3)，四居(1),,"均价9,597元/m²",总价待定
国展中心(商办),售罄,姑苏 - 金门路100-1号（金门路与爱河桥路交汇处）,不限(2),2016.11.28,售价待定,总价待定
水韵花都·美镜,售罄,相城 - 广济北路与华元路交界处活力岛西岛北侧,一居(1)，二居(1)，三居(1)，四居(1),2016.10.24,售价待定,总价待定
亿城天筑,在售,[吴中]胥市街368号（胥口派出所斜对面）,四居(1),2017.04.05,"均价13,500元/m²",185万元
绿城苏州御园,售罄,园区 - 西华林街99号（金鸡湖大道与西华林街交汇处）,四居(1)，五居及以上(1),,售价待定,总价待定
绿地晶萃(别墅),在售,[吴江-松陵]秋枫街1188号,不限(2),2018.01.17,475-600万元/套,
水秀坊,售罄,[新区]龙山路与科研路交汇处,三居(2)，五居及以上(2),,"均价12,350元/m²",总价待定
鸿运家园,售罄,新区 - 新区兴贤路与文昌路交汇处（大润发对面）,二居(2)，三居(2),,"均价10,638元/m²",总价待定
大观名园三期品湖苑(别墅),售罄,姑苏 - 江星路28号（清塘路、十字洋河交界处）,二居(1)，三居(1)，五居及以上(1),,总价待定,
金辉九纬(别墅),售罄,相城 - 阳澄湖西路966号（人民路与阳澄湖西路交界处）,四居(3),,总价待定,
同里花园(别墅),在售,吴江 - 迎燕桥西堍（迎燕桥西路与富观路交汇处西）,不限(1),2017.04.07,510万元/套,
中铁诺德誉园,售罄,[新区]华金路88号（通安中学西）,三居(1)，四居(1),2017.12.15,"均价12,000元/m²",总价待定
惠泽云锦城,售罄,新区 - 鸿禧路与星丰路路口（大白荡公园附近）,二居(2)，三居(1),2017.06.08,售价待定,总价待定
锦绣苏州,售罄,[姑苏-石路]山塘街北浩弄,四居(1),,售价待定,总价待定
万科金色家园(商办),售罄,[姑苏]西环路与劳动路的交汇处,三居(2)，四居(3)，五居及以上(1),,售价待定,总价待定
大观名园三期品湖苑(商办),售罄,姑苏 - 江星路28号（清塘路、十字洋河交界处）,二居(1)，三居(1)，五居及以上(1),,售价待定,总价待定
招商依云华苑,售罄,[相城]广济北路与文陵路交汇处,二居(2)，三居(1)，四居(1)，五居及以上(1),,"均价17,000元/m²",总价待定
雅戈尔帝豪,售罄,相城 - 相城区齐门北大街西、阳澄湖西路北交汇处（万家灯火酒店西侧）,不限(1),,"均价18,750元/m²",总价待定
太阳湖大花园(别墅),在售,吴江 - 张园东路88号（吴江淀山湖大观园旁）,三居(1)，四居(1),2017.04.07,616-624万元/套,
闽信名筑,售罄,新区 - 新区鸿禧路26号（大白荡公园西侧）,不限(1)，五居及以上(6),,售价待定,总价待定
苏纶里,售罄,[姑苏]人民路239号,二居(2)，三居(2),,"均价23,634元/m²",总价待定
橘郡(别墅),售罄,姑苏 - 姑苏总官堂路999号（江坤路与总管堂路交汇处）,二居(1)，四居(3)，五居及以上(4),,总价待定,
誉相庭,售罄,[相城]国际外语学校北（相城大道168号）,三居(4)，四居(1),,"均价24,000元/m²",总价待定
稻谷国际互联网产业园,在售,[吴江]苏州市吴江区苏州湾大道与五方路交...,,2018.01.26,"均价11,000元/m²","660-3,300万元"
金科天籁城,售罄,[新区]太湖大道与建林路交汇处,二居(1)，三居(2),,"均价12,500元/m²",总价待定
LOMO铂客,售罄,[新区]长江路与何山路交汇处,一居(2)，二居(3)，三居(1),,"均价10,943元/m²",总价待定
新地国际公寓苏寓,售罄,[新区]塔园路166号,一居(1)，二居(1)，三居(1),,"均价25,000元/m²",总价待定
朗地蓝山郡(别墅),售罄,[新区]文昌路与金灯街交界处,二居(2)，三居(4),,总价待定,
宝隆广场(商办),售罄,[姑苏-平江新城]城北东路988号(万达广场西),不限(2),,售价待定,总价待定
亿城天筑(别墅),在售,[吴中]胥市街368号（胥口派出所斜对面）,四居(2)，五居及以上(1),2017.04.05,185-204万元/套,
伟业滨河名墅,售罄,[吴江-松陵]体育路与苏州河路交界处,四居(2)，五居及以上(1),,"均价8,500元/m²",总价待定
幸福里,售罄,[吴江-松陵]吴江运东大道1199号,二居(1)，三居(2),,"均价7,100元/m²",总价待定
云水谣(别墅),售罄,[吴江-同里]东松厙路88号,一居(2)，二居(2)，三居(1)，四居(1)，五居及以上(3),,总价待定,
塞纳阳光,售罄,吴江 - 南三环路与吴绫路路口（盛泽实验小学南校区对面）,二居(5)，三居(2),,"均价6,000元/m²",总价待定
旭辉上河郡(别墅),售罄,新区 - 新区长江路北兴贤路与文昌路交界（大润发对面）,不限(3)，二居(3)，三居(5)，四居(4)，五居及以上(1),,总价待定,
桐邨,售罄,姑苏 - 姑苏桐泾路与玻纤路的交界处（原苏州工艺美院南校区内）,不限(2),,"均价19,365元/m²",总价待定
中海青公馆,在售,[吴中]东靠东方大道，北临尹山湖商业水街,三居(8)，四居(2),2017.03.27,"均价21,000元/m²",189-294万元
金科东方水榭(别墅),在售,吴中 - 吴中苏州市吴中区甪直镇柯福路与甫澄中路交汇处,三居(1)，四居(1),2017.08.10,196-250万元/套,
万科碧桂园,售罄,[吴江-松陵]中山北路与兴中路交汇处,三居(4)，四居(4),2018.01.19,"均价18,500元/m²",总价待定
中南世纪城(别墅),售罄,吴江 - 中山南路与长板路交汇处（新城新体育场北侧）,二居(2)，四居(1),2017.07.14,总价待定,
姑苏公馆(商办),售罄,新区 - 滨河路与玉山路交汇处（水利大厦对面）,二居(2)，三居(2)，四居(2),,售价待定,总价待定
万科金色家园(别墅),售罄,[姑苏]西环路与劳动路的交汇处,三居(2)，四居(3)，五居及以上(1),,总价待定,
锦绣苏州(别墅),售罄,[姑苏-石路]山塘街北浩弄,四居(1),,总价待定,
名鎏公馆(商办),售罄,姑苏 - 姑苏区世茂广场西南座（范成大路与宝带西路交叉口英派斯斜对面）,不限(1),,售价待定,总价待定
建屋吴郡半岛,在售,吴中 - 吴中区吴郡路318号（永旺梦乐城南约50米）,三居(2)，四居(1),2017.08.24,"均价21,500元/m²",198-262万元
云水谣(商办),售罄,[吴江-同里]东松厙路88号,一居(2)，二居(2)，三居(1)，四居(1)，五居及以上(3),,售价待定,总价待定
格林华城(商办),售罄,[吴江-松陵]江陵东路8号,一居(1)，二居(3)，三居(2),,售价待定,总价待定
星宝花园,售罄,吴江 - 长安路2888号（长安路与东太湖大道（原学院路）交汇处）,一居(1)，二居(4)，三居(3),,"均价7,332元/m²",总价待定
中旅蓝岸国际,售罄,[园区-湖东]星湖街东，淞江路北,二居(1)，三居(6)，四居(2),,"均价20,402元/m²",总价待定
旭辉朗香郡二期臻园(别墅),售罄,新区 - 新区金枫路北段与312国道交汇处（大白荡公园南面）,二居(2)，三居(5)，四居(2),,总价待定,
港龙城市商业广场(商办),售罄,[姑苏-平江新城]苏站路北、齐溪街西,不限(2),,售价待定,总价待定
苏高新大成珺,在售,吴中 - 金枫路980号（苏福路与金枫路交界处）,二居(1)，三居(2)，四居(1),2018.01.26,"均价16,000元/m²",224万元
欧风丽苑,售罄,相城 - 相城古元路288号（古元路与采莲路交叉口）,二居(5)，三居(7),,"均价13,303元/m²",总价待定
恒达星湖湾,售罄,吴江 - 吴江开发区管委会向南300米（运东大道与山湖路交叉口）,二居(1)，三居(6)，四居(1),,"均价6,248元/m²",总价待定
IALA国际自由水岸(别墅),售罄,[园区-湖东]钟园路、星塘街路口,二居(2)，三居(1),,总价待定,
IALA国际自由水岸(商办),售罄,[园区-湖东]钟园路、星塘街路口,二居(2)，三居(1),,售价待定,总价待定
中新汀兰,售罄,[园区-湖东]星龙街与汀兰巷路口,一居(2)，二居(5)，四居(2),,"均价10,681元/m²",总价待定
东景公寓,售罄,[园区]工业园区胜浦镇中胜路、兴浦路交界口,一居(1)，二居(4)，三居(3),,"均价10,204元/m²",总价待定
阿卡迪亚花境,售罄,园区 - 青澄路99号（展业路和成义路交界处）,三居(1)，四居(1),,售价待定,总价待定
新创理想城(别墅),售罄,[新区-浒墅关]长江路西侧、312国道南侧,一居(2)，二居(3)，三居(4),,总价待定,
荣尚花苑,售罄,新区 - 新区通安镇西唐路69号（华金路与西唐路路口）,二居(3)，三居(4),,"均价7,896元/m²",总价待定
万科湖西玲珑,在售,[吴中]吴中东方大道与湖墅北路交汇处。,三居(3)，四居(2),2018.01.30,"均价21,000元/m²",227-267万元
弘阳甪源,在售,[吴中]甪直镇甪直大道北侧、甫澄北路东侧,四居(3),2017.10.28,"均价21,000元/m²",231-315万元
中梁首府壹号院(别墅),在售,[吴中]晓南路西侧，甫龙路1号,三居(1)，四居(1),2017.06.07,242-265万元/套,
九龙仓碧堤半岛,在售,[吴中]郭巷街道环湖路西通达路东侧,二居(2)，三居(1)，四居(2),2018.01.31,"均价18,692元/m²",243万元
和昌·熙溪里,在售,吴中 - 苏州市吴中区明溪路与苏街交汇处,三居(7)，四居(3)，五居及以上(2),2017.04.19,"均价21,000元/m²",250-300万元
花好月圆,售罄,相城 - 齐门北大街1259号（相城区齐门北大街与华元路交汇）,二居(1)，三居(3)，四居(2),,"均价13,500元/m²",总价待定
伟业迎春丽家,售罄,吴江 - 江陵东路58号（清扬路与亨通路交汇处）,三居(8),,"均价7,000元/m²",总价待定
东湖林语,售罄,[园区-湖东]苏胜路津梁路口,二居(1)，三居(3),,"均价22,834元/m²",总价待定
优步花园,售罄,[园区-青剑湖]夷浜路北展业路西,二居(2)，三居(2)，四居(1),,"均价24,000元/m²",总价待定
星汇生活广场(商办),售罄,园区 - 西沈浒路与和众街交汇处（宋庆龄幼儿园东侧）,开间(3),2018.01.04,"均价26,000元/m²",总价待定
阳光城愉景湾,在售,[吴中]星湖街东方大道交叉西1公里,四居(5),2018.01.31,"均价22,033元/m²",260万元
上坤狮山四季,在售,[吴中]苏州市吴中区苏福路与塔园路交叉口,三居(2),2018.02.23,"均价27,800元/m²",270-320万元
顶峯上一广场(商办),售罄,相城 - 相城渭塘镇澄阳路2568号（澄阳路与渭中路交叉口处）,一居(3),,"均价14,000元/m²",总价待定
路劲尚澜湾二期,售罄,园区 - 湖东港田路511号（榭雨街与港田路的交汇处）,四居(4),,售价待定,总价待定
弘阳上湖,在售,[吴中]尹山湖东路与郭新东路交界处,二居(1)，三居(1)，四居(1),2017.06.14,"均价22,000元/m²",293万元
金庭乐府(别墅),在售,[吴中]金庭路与大桥路交叉口,五居及以上(1),2017.04.20,295万元/套,
东山天境·家和院(别墅),在售,[吴中]湖滨路1号,四居(2),2017.08.25,300-406万元/套,
东渡海派青城,售罄,相城 - 相城聚金路和联圩路交汇处（相城区太平镇附近）,不限(2),,"均价8,641元/m²",总价待定
阳澄人家,售罄,园区 - 阳澄半岛慈云路（澜廷度假酒店西200米）,二居(2)，三居(2),,"均价10,778元/m²",总价待定
港龙城市商业广场(商办),售罄,[姑苏-平江新城]苏站路北、齐溪街西,不限(2),,售价待定,总价待定
桐邨(别墅),售罄,姑苏 - 姑苏桐泾路与玻纤路的交界处（原苏州工艺美院南校区内）,不限(2),,总价待定,
冠城水岸风景,售罄,[相城]中市路1号（中市路与太阳路交汇处）,二居(1)，三居(1)，四居(1),,"均价8,886元/m²",总价待定
宝润168广场(商办),售罄,[相城-高铁新城]珍珠湖路与翡翠路交叉口,不限(1),,"均价7,500元/m²",总价待定
康桥丽都,售罄,[相城]嘉元路与采莲路路口,二居(2)，三居(3)，四居(1)，五居及以上(1),,"均价14,527元/m²",总价待定
金辉九纬(别墅),售罄,相城 - 阳澄湖西路966号（人民路与阳澄湖西路交界处）,四居(3),,总价待定,
天地源水墨三十度(商办),售罄,[园区-湖东]钟园路和钟南街交界处,二居(2)，三居(5)，四居(1),,售价待定,总价待定
晋合水巷邻里花园(商办),售罄,[园区-湖东]金鸡湖路1号（金鸡湖西岸）,三居(2)，四居(1),,售价待定,总价待定
华园新天(别墅),售罄,[园区]园区唯亭镇迎宾路6号,二居(1)，三居(2),,总价待定,
和风雅致(别墅),售罄,园区 - 和众街215号（国际博览中心正对面）,二居(3)，三居(7),,总价待定,
华润平门府(别墅),售罄,[姑苏]平齐路66号,不限(1),,总价待定,
招商依云华苑,售罄,[相城]广济北路与文陵路交汇处,二居(2)，三居(1)，四居(1)，五居及以上(1),,"均价17,000元/m²",总价待定
雅戈尔帝豪,售罄,相城 - 相城区齐门北大街西、阳澄湖西路北交汇处（万家灯火酒店西侧）,不限(1),,"均价18,750元/m²",总价待定
云水谣,售罄,[吴江-同里]东松厙路88号,一居(2)，二居(2)，三居(1)，四居(1)，五居及以上(3),,"均价7,674元/m²",总价待定
誉相庭,售罄,[相城]国际外语学校北（相城大道168号）,三居(4)，四居(1),,"均价24,000元/m²",总价待定
春申湖半岛名墅(别墅),售罄,相城 - 相城黄埭镇春秋路47号（春申湖西北岸，春秋大道南侧）,四居(1)，五居及以上(4),,总价待定,
芳邻(商办),售罄,吴江 - 吴江行政中心(高新路与长安路交叉口),一居(6),,售价待定,总价待定
三江·尊园,售罄,[相城]阳澄湖东路,四居(3),,售价待定,总价待定
海亮香榭时光(商办),售罄,[相城]润元路同齐门北大街交汇处,不限(5),,售价待定,总价待定
恒达中环百汇广场(商办),售罄,相城 - 相城阳澄湖中路29号（阳澄湖中路与采莲路交汇处）,一居(3)，三居(2),,售价待定,总价待定
恒业铂金大厦(商办),售罄,[新区]三香路1338号（狮山桥东北堍）,开间(2),2017.04.10,售价待定,总价待定
伟业迎春华府(别墅),售罄,[吴江-松陵]迎春南路与中山北路交接处,二居(13)，三居(8)，四居(1),,总价待定,
伟业迎春华府,售罄,[吴江-松陵]迎春南路与中山北路交接处,二居(13)，三居(8)，四居(1),,"均价9,089元/m²",总价待定
美岸青城幸福里,售罄,[吴江-松陵]运东大道1199号,二居(2)，三居(3),,"均价7,329元/m²",总价待定
阳光悦湖公馆,售罄,吴江 - 梅石路与双板桥路交界处（城西邻里中心对面）,二居(1)，三居(6),,"均价13,000元/m²",总价待定
荣尚花苑(别墅),售罄,新区 - 新区通安镇西唐路69号（华金路与西唐路路口）,二居(3)，三居(4),,总价待定,
太湖临湖湾(别墅),在售,吴中 - 临湖镇腾飞路605号（腾飞路与环镇路交汇处东南角）,不限(2),2017.04.07,300-335万元/套,
芳邻,售罄,吴江 - 吴江行政中心(高新路与长安路交叉口),一居(6),,"均价9,489元/m²",总价待定
朗地蓝山郡(商办),售罄,[新区]文昌路与金灯街交界处,二居(2)，三居(4),,售价待定,总价待定
闽信名筑(别墅),售罄,新区 - 新区鸿禧路26号（大白荡公园西侧）,不限(1)，五居及以上(6),,总价待定,
弘阳甪源(别墅),在售,[吴中]甪直镇甪直大道北侧、甫澄北路东侧,四居(2),2017.10.23,345-524万元/套,
华润金悦湾(别墅),在售,吴中 - 独墅湖西怡湖路南（独墅湖实验小学东约700米）,三居(1)，五居及以上(3),2018.02.05,350-615万元/套,
卓锦兰香,售罄,[吴江-松陵]运东大道绣湖西路交汇处,三居(2)，四居(2),,"均价11,000元/m²",总价待定
香悦水岸,售罄,吴江 - 吴江汾湖康力大道588号（汾湖经济开发区联南路88号）,一居(1)，二居(1),,"均价6,833元/m²",总价待定
万科见滨园(商办),售罄,[园区-湖东]南施街、琼姬路交叉口,三居(2),,售价待定,总价待定
浒新158生活广场(商办),售罄,[新区-浒墅关]浒杨路与永莲路交界处,不限(2),,售价待定,总价待定
旭辉苹果乐园,售罄,新区 - 永安路南、永莲路东（丹景廷对面）,二居(5),,"均价7,398元/m²",总价待定
苏州鲁能公馆,在售,吴中 - 吴中大道与长蠡路交汇处（吴中大道北侧）,四居(2),2017.12.20,"均价29,000元/m²",353-358万元
格林华城(别墅),售罄,[吴江-松陵]江陵东路8号,一居(1)，二居(3)，三居(2),,总价待定,
美岸青城幸福里(商办),售罄,[吴江-松陵]运东大道1199号,二居(2)，三居(3),,售价待定,总价待定
亨通吴越锦绣,售罄,吴江 - 西二环与北环路交汇处（顺利大厦北）,二居(1)，三居(3)，四居(1),2017.08.16,"均价9,500元/m²",总价待定
置地青湖语城(别墅),售罄,[园区-青剑湖]阳澄湖大道与展业路交叉口,一居(1)，二居(2)，三居(1),,总价待定,
大湖城邦(商办),售罄,[园区-湖西]高和路58号,三居(3),,售价待定,总价待定
路劲主场,售罄,园区 - 锦溪街66号（苏胜路谢雨街交叉口）,二居(3)，三居(3),,"均价15,320元/m²",总价待定
朗地蓝山郡,售罄,[新区]文昌路与金灯街交界处,二居(2)，三居(4),,"均价10,814元/m²",总价待定
新创理想城,售罄,[新区-浒墅关]长江路西侧、312国道南侧,一居(2)，二居(3)，三居(4),,"均价9,465元/m²",总价待定
禧悦CEO公寓,售罄,新区 - 狮山路与滨河路交汇处（淮海街东国新大酒店南）,三居(1)，四居(2)，五居及以上(1),2017.10.19,"均价27,000元/m²",总价待定
上坤狮山四季(别墅),在售,[吴中]苏州市吴中区苏福路与塔园路交叉口,三居(1)，四居(1),2018.02.23,356-473万元/套,
首开常青藤云公馆(别墅),在售,[吴中]环湖路399号（运动公园北）,二居(1)，三居(1)，四居(1),2017.04.05,365万元/套,
庄子(别墅),在售,吴中 - 吴中临湖镇腾飞路168号（腾飞路与环镇路交叉口）,不限(3),2017.03.06,396-510万元/套,
智海商务广场(商办),售罄,相城 - 阳澄湖西路777号（南侧紧临御窑花园住宅小区）,一居(2),,售价待定,总价待定
御景豪庭,售罄,吴江 - 吴江市横扇镇商业街285号（横扇镇商业街西侧）,二居(3)，三居(3)，四居(4)，五居及以上(2),,"均价5,665元/m²",总价待定
中海世家,售罄,园区 - 园区金鸡湖大道与星洲街交汇处（奥克莱斯对面）,四居(2)，五居及以上(1),,售价待定,总价待定
旭辉百合宫馆(商办),售罄,新区 - 星宇路18号（星丰路与洋庄路交汇处）,二居(1)，三居(3),,"均价9,000元/m²",总价待定
中航樾园(别墅),在售,[吴中-木渎]苏州市玉山路866号,四居(2),2017.08.31,403-434万元/套,
阳光城愉景湾(别墅),在售,[吴中]星湖街东方大道交叉西1公里,不限(3)，三居(1),2018.01.31,405-450万元/套,
胥江一号别墅(别墅),在售,[吴中]胥欣路221号（胥口公园对面）,不限(3),2017.04.07,452-500万元/套,
旭辉美澜城城墅(别墅),在售,吴中 - 吴中区尹中路与尹山路交汇处（国香雅苑南侧）,不限(2),2017.04.07,460-540万元/套,
中恒广场(别墅),售罄,[相城]渭星商业街88号,一居(3),,总价待定,
漕湖之星,售罄,相城 - 相城北桥街道未来路1号（凤北荡公路与未来路交汇处）,一居(2)，二居(2)，三居(1),,售价待定,总价待定
天鸿国际花园,售罄,吴江 - 市场西路599号（盛泽丝绸中专对面）,二居(4)，三居(3)，四居(2)，五居及以上(2),,"均价8,055元/m²",总价待定
仁恒双湖湾(商办),售罄,园区 - 园区星湖街1211号（石港路与东华林路交叉口）,二居(1)，三居(2)，四居(2),,售价待定,总价待定
秦馀山庄(别墅),售罄,[新区-浒墅关]科技创业大厦（大同路19号）,不限(1),,总价待定,
金枫国际(商办),售罄,[新区]金枫南路9号,二居(2),,售价待定,总价待定
LOMO铂客(商办),售罄,[新区]长江路与何山路交汇处,一居(2)，二居(3)，三居(1),,售价待定,总价待定
东渡银座(别墅),售罄,[新区]新区463号,一居(5)，二居(1),,总价待定,
旭辉华庭,售罄,新区 - 文昌路与鸿福路交汇处（文昌桥公交站西侧）,三居(3)，四居(1),,"均价8,484元/m²",总价待定
蓝光和雍锦园(别墅),在售,[吴中-木渎]吴中金枫路与花苑东路交汇处,五居及以上(5),2017.12.02,507-780万元/套,
首开常青藤(别墅),在售,[吴中]环湖路399号（尹山湖运动公园北）,不限(2)，四居(1),2018.01.10,650-850万元/套,
正荣国领(别墅),在售,[吴中]独墅湖生态公园北、东方大道东,五居及以上(2),2017.12.09,"699-1,399万元/套",
恒润太湖壹号(别墅),在售,[吴中]环太湖大道梅舍路1号,不限(1),2018.01.26,700万元/套起,
中恒广场(商办),售罄,[相城]渭星商业街88号,一居(3),,售价待定,总价待定
香城花园四期(商办),售罄,[相城]相城大道苏州国际外语学校对面,一居(1)，二居(3)，三居(3),,售价待定,总价待定
金辉融侨城,售罄,相城 - 元和街道阳澄湖西路966号（人民路与阳澄湖西路交界处）,二居(6),,"均价12,149元/m²",总价待定
枫丹壹號(别墅),售罄,[吴江-松陵]太湖新城冬梅街东、开平路北,不限(1)，四居(3),2017.08.15,总价待定,
尚品,售罄,[园区-湖西]北摆宴街8号恒润商务大厦一楼,一居(4)，二居(1),2018.01.04,"均价20,000元/m²",总价待定
朗诗国际街区(别墅),售罄,[园区-湖东]津梁街东、斜塘河北,二居(2)，三居(4)，四居(2)，五居及以上(2),,总价待定,
朗诗国际街区(商办),售罄,[园区-湖东]津梁街东、斜塘河北,二居(2)，三居(4)，四居(2)，五居及以上(2),,售价待定,总价待定
